Drug_ID,Drug,Y
CHEMBL2180024,CC1=NC(c2ccc(F)cc2)(c2cccc(-c3cccnc3)c2)N=C1N,95.12
CHEMBL2165178,CCN(Cc1cccc2ccccc12)c1cc(N2CCOCC2)nc(=O)[nH]1,96.42
CHEMBL521262,COc1cc2c(Nc3cccc(Cl)c3Cl)c(C(N)=O)cnc2cc1NCCN(C)C,94.56
CHEMBL2207599,COc1cc(OC)c(S(=O)(=O)N(c2ccccc2)c2ccccc2)cc1NC(=O)CCC(=O)O,90.72
CHEMBL1762538,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCCOCC3)cc(N3CCOCC3)c2)n1,94.44
CHEMBL2147569,C[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CC[C@@]2(O)CCc1ccc(F)cc1C(N)=O,96.79
CHEMBL1957367,N#CCOc1ccccc1-c1ccc(-c2nc3ccncc3c(O)c2C#N)cc1,99.89
CHEMBL1778612,O=C(O)COc1ccc([N+](=O)[O-])cc1-c1ccccc1,99.59
CHEMBL2335884,c1cc(-c2ccc3nc(Nc4ccc(OCCN5CCCC5)cc4)ncc3c2)ccn1,97.2
CHEMBL2312918,CCCN(c1ccon1)P(=O)(c1ccccc1)c1ccccc1,96.26
CHEMBL300138,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,99.83
CHEMBL1972466,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,94.68
CHEMBL2208423,N#Cc1cccc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,93.53
CHEMBL1645107,Nc1nc2ccc(-c3ccncc3)cc2s1,88.11
CHEMBL2030393,O=c1[nH]c([C@@H]2CCCN2)nc2c1oc1ccc(Br)cc12,94.9
CHEMBL1950848,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2F)C1)C1CCCCC1,73.81
CHEMBL1542,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,67.63
CHEMBL1944694,COc1ccccc1CCNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,95.53
CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,98.86
CHEMBL1831130,COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,67.63
CHEMBL1650726,Cc1cc(Nc2nc(O[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,75.12
CHEMBL1213082,Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc32)nc2cccc(C)c2c1=O,98.64
CHEMBL400585,O=C(O)COn1c(-c2ccccc2)nc2ccc([N+](=O)[O-])cc21,98.61
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,98.61
CHEMBL2179269,Cc1cn([C@H]2CCCN([C@H](C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,98.44
CHEMBL866,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,98.4
CHEMBL1610495,CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1,98.61
CHEMBL1738764,Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1)C(C)C,95.91
CHEMBL2205509,CC(C)COc1ccc(-c2cc(O)nc(N)n2)cc1C#N,95.91
CHEMBL1534781,COc1cnc(-c2ccccn2)nc1N(C)c1ccccc1,96.0
CHEMBL1431736,CC(NC(=O)c1cc(O)nc2ccccc12)c1ccccc1,64.01
CHEMBL1934266,CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c1ccc(C)cc1,96.5
CHEMBL456390,O=C1CCc2cc(-c3cncc4ccccc34)ccc2N1,96.42
CHEMBL219916,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,96.65
CHEMBL520431,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCCN(C)CC1,69.61
CHEMBL223166,COc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,69.12
CHEMBL569184,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@@H]2c2ccc(OC)cc2)cc1,95.23
CHEMBL319111,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,99.6
CHEMBL397647,C[N+](C)(Cc1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1)C1CCOCC1,82.05
CHEMBL2062556,N#Cc1cnn2c(N)cc(-c3ccccc3)nc12,95.01
CHEMBL2023489,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,98.89
CHEMBL1609026,O=C(CCS(=O)(=O)c1ccc(Br)cc1)Nc1ccc2c(c1)OCO2,98.81
CHEMBL456324,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)nc(NC(CO)CO)c2Cl)n[nH]1,96.42
CHEMBL488937,Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O,95.01
CHEMBL1683030,CCOc1cc2nnc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,96.17
CHEMBL475799,Cc1ccc(NC(=O)c2cccc(C(C)(C)C#N)c2)cc1C(=O)Nc1cnc(N)c(Cl)c1,96.09
CHEMBL1416617,Cc1nn(-c2ccccc2)c(N)c1-c1ccccc1,98.7
CHEMBL463981,O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1,90.91
CHEMBL1963231,CC(C(=O)O[C@@H]1CC[N+](C)(C)C1)(c1ccccc1)C1CCCC1,77.21
CHEMBL2170985,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)NCc2ccccc2)[C@@H](O)[C@H]1O,84.6
CHEMBL254129,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,93.24
CHEMBL855,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,35.46
CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,34.42
CHEMBL1322893,COc1ccccc1-c1csc(-n2ncc(C#N)c2N)n1,40.89
CHEMBL2331751,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,98.61
CHEMBL1072,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,98.44
CHEMBL226646,Cc1nnc(-c2ccc(N3CCC(Oc4cc(F)ccc4Cl)CC3)nn2)o1,98.21
CHEMBL1231206,Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)cn1,84.9
CHEMBL1938680,O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1,97.32
CHEMBL568,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,96.17
CHEMBL1921926,C[C@@](C(=O)O[C@H]1C[N+]2(CCCc3ccc4ncsc4c3)CCC1CC2)(c1ccccc1)N1CCCCC1,95.72
CHEMBL1683025,COc1cc2nnc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1OC,95.53
CHEMBL82663,O=S(=O)(CCCOCCc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12,94.44
CHEMBL1650724,C[C@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ncc(F)cn1,94.32
CHEMBL1164033,CN(C)CCOc1cc(NS(=O)(=O)c2c(Cl)cc(C(F)(F)F)cc2Cl)ccc1Cl,99.71
CHEMBL564,CN(C)CCCN1c2ccccc2Sc2ccccc21,89.91
CHEMBL1939560,C[C@H](c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1,89.05
CHEMBL2151141,CC#Cc1cncc(-c2csc([C@]3(C)CC(=O)N(C)C(=N)N3)c2)c1,88.11
CHEMBL211631,COc1cccc2c(-c3c(C)n(CC(=O)O)c4ccc(C)cc34)ccnc12,98.21
CHEMBL2062571,CC(=O)Nc1ccc2ccn(-c3cc(NC4COC4)n4ncc(C#N)c4n3)c2c1,87.62
CHEMBL1824044,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,88.82
CHEMBL2069423,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(COCC(F)(F)F)nc2)CO3)cn1,96.34
CHEMBL498,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,96.0
CHEMBL1800526,COc1ccnc(CCc2nc3cc(Br)cnc3[nH]2)c1,95.91
CHEMBL1778637,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,95.82
CHEMBL2207667,NC(=O)c1c(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)c4ccccc34)CC2)ccc(Cl)c1Cl,78.79
CHEMBL2011910,CNc1c(Br)cnc2[nH]c(-c3cccc(N)c3)nc12,90.12
CHEMBL1431112,O=C1CN(C(=O)c2ccco2)C(c2ccccc2)c2cc(Cl)ccc2N1,89.91
CHEMBL2326864,CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,53.45
CHEMBL2011441,COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1,99.87
CHEMBL213100,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1,99.83
CHEMBL2325014,Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,99.76
CHEMBL1020,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,99.72
CHEMBL1718800,c1ccc2[nH]c(CCCc3nc4ccccc4[nH]3)nc2c1,99.69
CHEMBL1950860,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(C(F)(F)F)cc2)C1)C(C)(C)C,90.72
CHEMBL1818187,CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(-c3ccccc3)nc3ccccc23)CC1,99.92
CHEMBL1450473,Cc1ccc(S(=O)(=O)NCCSc2nnnn2-c2ccc(C(N)=O)cc2)cc1,89.91
CHEMBL323776,CN(CCNCCc1ccc(O)c2nc(O)sc12)C(=O)CCOCCc1ccccc1,89.27
CHEMBL2011895,CNc1c(Br)cnc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc12,88.82
CHEMBL481717,CCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCC(O)CC1,91.1
CHEMBL110999,CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12,90.12
CHEMBL1917456,Cc1c(Oc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O,96.26
CHEMBL2179272,CC[C@@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,96.17
CHEMBL1427554,Cc1ccc(-c2csc3ncnc(O)c23)cc1,96.09
CHEMBL2016681,CC(C)(C)S(=O)(=O)N[C@H]1CC[C@H](C(=O)Nc2ccc(C(F)(F)F)cn2)CC1,95.91
CHEMBL1778649,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@@H](C)C(=O)O)c(C)c1,95.82
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,95.72
CHEMBL2062573,CC(=O)Nc1ccc2ccn(-c3cc(NCCN4CCOCC4)n4ncc(C#N)c4n3)c2c1,88.82
CHEMBL569738,Cc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,78.01
CHEMBL1916534,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CO2,82.39
CHEMBL2177919,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O,81.01
CHEMBL2057371,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCC(=O)N4CCCC4)nn3c2)c1,67.12
CHEMBL914,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,62.94
CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,46.55
CHEMBL215295,N=C(N)c1ccc(CNC(=O)C2(NC(=O)[C@H](NCC(=O)O)C3CCCCC3)Cc3ccccc3C2)cc1,45.98
CHEMBL1950729,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C(=O)c2ccccc2)C1)C1CCCCC1,44.84
CHEMBL2087421,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N2CCN(C3CCN(C)CC3)CC2)c(C)c1,42.01
CHEMBL16073,CCOc1ccc(NC(C)=O)cc1,34.94
CHEMBL517437,O=C(Nc1ccc(Cl)c(C(=O)Nc2cncs2)c1)c1cccc(C(F)(F)F)c1,99.6
CHEMBL211677,Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O,99.6
CHEMBL2216902,CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,78.01
CHEMBL2103828,CNc1cc2[nH]c(=O)n(-c3ccc(NC(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3)c(=O)c2cc1F,99.58
CHEMBL2312920,CCCN(c1cccc(C#N)c1)P(=O)(c1ccccc1)c1ccccc1,99.44
CHEMBL2158818,O=C(O)C(c1ccccc1)N1CCO[C@H](CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,99.36
CHEMBL2335906,C[C@@H](NC1=CC(=O)CNC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,96.42
CHEMBL2164389,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccccn1,96.42
CHEMBL364714,C[C@@H](C(N)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,86.59
CHEMBL375293,c1cncc(Nc2ncc(-c3ccncn3)c(-c3ccco3)n2)c1,86.05
CHEMBL1801962,COc1ccccc1C(=O)/C=C/c1ccccc1C(F)(F)F,99.91
CHEMBL1824036,CS(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,85.48
CHEMBL2062564,CC(=O)Nc1ccc2cnn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,98.09
CHEMBL2335871,COCCNC(=O)c1ccc(Nc2ncc3cc(-c4cnccc4C)ccc3n2)cc1,97.38
CHEMBL1916085,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)cnn2-c2ccccc2)cc1,98.29
CHEMBL2313226,O=P(c1ccccc1)(c1ccccc1)N(Cc1ccccn1)c1cccnc1,97.66
CHEMBL1560,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,90.12
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,87.87
CHEMBL1951080,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CSCC(=O)O,87.37
CHEMBL2178935,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(N)=O)CC3)cc2)nc1C(N)=O,87.11
CHEMBL447183,N#Cc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)ccc(F)c2N3)cn1,86.59
CHEMBL1945044,COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1,86.32
CHEMBL2059376,CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)NC)c3)cnc2[nH]1,85.19
CHEMBL481205,COCCOc1cc2ncc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,84.9
CHEMBL1381135,COc1cnc(-c2ccccn2)nc1N(C)C,83.68
CHEMBL1916546,COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1,83.37
CHEMBL192,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,95.53
CHEMBL1773082,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2Cl)n[nH]1,96.42
CHEMBL339053,O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCC(Cn2cncn2)(C2CCCCC2)CC1)[C@H]1Cc2ccccc2CN1,99.3
CHEMBL1532611,Nc1ccc(OCCc2ccccc2)cc1,96.57
CHEMBL2012204,Cc1cc([C@H](O)[C@](C)(OCc2ccc(-c3ccccc3)cc2)C(=O)NO)no1,96.72
CHEMBL2207666,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2ccccc12,98.17
CHEMBL2179666,Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,98.09
CHEMBL2059195,O=C(O)/C=C/c1cccc(-c2cnc3[nH]ccc3c2)c1,97.81
CHEMBL865,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,97.55
CHEMBL2062565,CC(=O)Nc1cnc2ccn(-c3cc(NC4CC4)n4ncc(C#N)c4n3)c2c1,97.49
CHEMBL522771,Cc1ncsc1C(=O)N(Cc1cc(=O)[nH]c2c(F)cccc12)c1cccc(Cl)c1,97.91
CHEMBL1086580,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,97.6
CHEMBL7568,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,88.59
CHEMBL1951187,COc1cc(OC)c(S(=O)(=O)NCc2ccccc2N2CCC(CC(=O)O)CC2)cc1NC(=O)CCC(=O)O,91.28
CHEMBL1088752,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,88.11
CHEMBL1353474,Cc1cc(C)c(S(=O)(=O)NCc2ccncc2)c(C)c1,86.05
CHEMBL2348642,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCNCC4)c3)ncc2C#N)s1,86.05
CHEMBL1778642,CS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,97.49
CHEMBL402986,C[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,99.71
CHEMBL259850,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,99.68
CHEMBL2171037,CN(C)c1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,99.83
CHEMBL356687,CN(C)c1cc(NC(=O)Nc2cccc(Cl)c2)c2ccccc2n1,99.86
CHEMBL1428,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,98.17
CHEMBL1078178,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,89.7
CHEMBL1683032,CCOc1cc2nnc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1,89.27
CHEMBL6966,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,89.27
CHEMBL445,CNCCC=C1c2ccccc2CCc2ccccc21,86.85
CHEMBL2206789,COCCC(Oc1ncnc2c1cnn2-c1ccccc1OC)C(=O)Nc1ccc(C)cn1,86.05
CHEMBL1322390,COc1ccc2nc(NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1,99.94
CHEMBL2011440,COc1nc(Cl)c(Cl)nc1NS(=O)(=O)c1ccc(Cl)s1,99.92
CHEMBL1963131,COc1ccc([C@]2(O)CC[C@H](N3CC[C@@H](NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,78.79
CHEMBL1256568,O=C(O)CNC(=O)c1ncccc1O,76.81
CHEMBL1650735,COc1cc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,72.45
CHEMBL1824038,CCS(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,69.61
CHEMBL2147474,COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](O)C1CC1,99.79
CHEMBL2323239,O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)Nc1ncc(-c2ccccc2)s1,99.77
CHEMBL2010836,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,91.28
CHEMBL2164567,CCN(CCO)C(=O)c1cc2cccnc2n1-c1cccc(C(F)(F)F)c1,90.72
CHEMBL507674,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,90.12
CHEMBL560423,O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,75.97
CHEMBL384536,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3c[nH]c4ncccc34)sc21,75.55
CHEMBL1917441,Cc1ccc2c(c1)c(Sc1cccc(Cl)c1)c(C)n2CC(=O)O,99.64
CHEMBL562310,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@H]3[C@H]4C=C[C@H](C4)[C@H]3C2=O)cc1,98.89
CHEMBL2179276,Cc1cn([C@H]2CCCN([C@@H](CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,98.89
CHEMBL304087,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,98.7
CHEMBL1950845,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN([C@@H]2CCCc3ccccc32)C1)C1CCCCC1,93.24
CHEMBL2151322,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc32)n[nH]1,91.82
CHEMBL2316382,COc1ccc(NC(=O)c2ccc(C[S+](C)[O-])c3ccccc23)c(C(=O)NCC2CCOCC2)n1,94.56
CHEMBL2180033,CC1=NC(c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)N=C1N,93.53
CHEMBL2164371,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1C1CCOCC1,90.52
CHEMBL1435,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,90.32
CHEMBL230245,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)CF)cc(NC[C@H]2C[C@@H]2C)n1,95.53
CHEMBL2158441,O=c1cc(N2CCOCC2)nc(NCc2c(Cl)cccc2Cl)[nH]1,96.0
CHEMBL402146,O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(F)c1,90.72
CHEMBL41355,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,86.05
CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,85.48
CHEMBL570192,Cc1cc(Nc2nc(O[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,94.06
CHEMBL2180027,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,93.8
CHEMBL1950855,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(Cl)cc2)C1)C(C)(C)C,97.07
CHEMBL1951081,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CSc1ccncc1,97.07
CHEMBL2179669,Cc1cn([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(C(F)(F)F)c4)c3)C2)c(=O)[nH]c1=O,97.07
CHEMBL2147317,COc1cnc(-c2cccc(F)c2C(F)(F)CNC(=O)c2ccc(COCC(F)(F)F)nc2)cn1,96.72
CHEMBL518770,CC(C)Oc1cc2ncc(C(N)=O)c(Nc3ccc(Cl)c(Cl)c3)c2cc1N1CCN(C)CC1,99.01
CHEMBL2158051,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,74.69
CHEMBL2171169,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,71.53
CHEMBL2207671,CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,90.32
CHEMBL2207670,CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(C#N)c(Cl)c4)CC3)c[nH]c(=O)c2c1,68.13
CHEMBL2011923,CNc1c(C(N)=O)cnc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,78.79
CHEMBL1650734,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1,77.21
CHEMBL551813,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,99.61
CHEMBL1957381,Cc1cc(-c2ccc(-c3nc4ccncc4c(O)c3C#N)cc2)ccn1,99.59
CHEMBL403313,CN(C)S(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12,99.59
CHEMBL98760,CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2c1,99.49
CHEMBL165790,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,99.47
CHEMBL370492,CCc1nc2cc(O)ccc2c(Oc2ccc(/C=C/C(=O)O)cc2)c1-c1ccccc1,99.44
CHEMBL2181247,O=C1COc2nccc(-c3ccccc3F)c2CN1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,99.37
CHEMBL1917448,COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,99.37
CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,99.31
CHEMBL1818295,CC(C)(C)OC(=O)NC[C@H]1CC[C@H](CNC(=O)c2cc(N3CCC(CCO)CC3)nc3ccccc23)CC1,99.3
